stonk_name,stonk_link
ITT,https://www.investing.com/equities/itt-corp
Amtech,https://www.investing.com/equities/amtech-systems
Axos Financial,https://www.investing.com/equities/bofi-holding
Clarus,https://www.investing.com/equities/black-diamond
Snap-On,https://www.investing.com/equities/snapon-inc
AngioDynamics,https://www.investing.com/equities/angiodynamics
Enterprise Financial,https://www.investing.com/equities/enterprise-financial
Cowen Group,https://www.investing.com/equities/cowen-group
Advanced Energy,https://www.investing.com/equities/advanced-energy
Exponent,https://www.investing.com/equities/exponent
Calavo Growers,https://www.investing.com/equities/calavo-growers
Statera Biopharma,https://www.investing.com/equities/cleveland-biolabs
Brookline Bancorp,https://www.investing.com/equities/brookline-bancorp
Ebix,https://www.investing.com/equities/ebix-inc
CSG Systems,https://www.investing.com/equities/csg-systems
Enzon,https://www.investing.com/equities/enzon-pharmaceuticals
CMC Materials,https://www.investing.com/equities/cabot-microelectr
The Ensign,https://www.investing.com/equities/the-ensign-group
Meta Financial,https://www.investing.com/equities/meta-financial
Toyota Motor ADR,https://www.investing.com/equities/toyota
Banc of California,https://www.investing.com/equities/banc-of-california
Cogent,https://www.investing.com/equities/cogent-communications
Albireo Pharma,https://www.investing.com/equities/biodel-inc
Dime Community,https://www.investing.com/equities/dime-community-ba
Churchill Downs,https://www.investing.com/equities/churchill-downs
Descartes Systems,https://www.investing.com/equities/descartes-systems-group-inc?cid=15939
AXT,https://www.investing.com/equities/axt-inc
Coherent,https://www.investing.com/equities/coherent
Manitowoc,https://www.investing.com/equities/manitowoc-co.
Allegiant,https://www.investing.com/equities/allegiant-travel
Caseys,https://www.investing.com/equities/caseys-general
Central Garden&Pet A,https://www.investing.com/equities/central-garden-pet-a
AeroVironment,https://www.investing.com/equities/aerovironment
Digimarc,https://www.investing.com/equities/digimarc-corp
Flushing,https://www.investing.com/equities/flushing-financial
Piper Jaffray,https://www.investing.com/equities/piper-jaffray-co
Inotiv,https://www.investing.com/equities/bioanalytical-sys
AutoZone,https://www.investing.com/equities/autozone-inc
ManTech,https://www.investing.com/equities/mantech-international
BOK Financial,https://www.investing.com/equities/bok-financial-corp
DRDGOLD ADR,https://www.investing.com/equities/drdgold-ltd
Shyft Group Inc,https://www.investing.com/equities/spartan-motors
Bel Fuse B,https://www.investing.com/equities/bel-fuse-inc-(b)
Eagle Bulk Shipping,https://www.investing.com/equities/eagle-bulk-shippi
Franklin Electric,https://www.investing.com/equities/franklin-electric
Dr. Reddy’s Labs ADR,https://www.investing.com/equities/dr.-reddys-laboratories
Overseas Shipholding,https://www.investing.com/equities/overseas-shipholding-group
Charles&Colvard,https://www.investing.com/equities/charles---colvard
First Bancorp,https://www.investing.com/equities/first-bancorp
Altra,https://www.investing.com/equities/altra-holdings
CalAmp,https://www.investing.com/equities/calamp-corp
IRSA Propiedades ADR,https://www.investing.com/equities/alto-palermo-sa
American Woodmark,https://www.investing.com/equities/american-woodmark
Banner,https://www.investing.com/equities/banner-corp
China Natural Resources,https://www.investing.com/equities/china-natural
Erie Indemnity,https://www.investing.com/equities/erie-indemnity-co
Fanhua,https://www.investing.com/equities/cninsure-inc
Enerpac Tool Group,https://www.investing.com/equities/actuant-corp
The Andersons,https://www.investing.com/equities/the-andersons
Coca-Cola Femsa ADR,https://www.investing.com/equities/coca-cola-femsa-adr
Commercial Vehicle,https://www.investing.com/equities/commercial-vehicl
Aviat,https://www.investing.com/equities/aviat-networks
Star Equity Holdings,https://www.investing.com/equities/digirad-corp
Cresud SACIF,https://www.investing.com/equities/cresud-s.a.c.i.f.
ADES,https://www.investing.com/equities/ada-es
Dynatronics,https://www.investing.com/equities/dynatronics-corp
Credit Acceptance,https://www.investing.com/equities/credit-acceptance
Acorda,https://www.investing.com/equities/acorda-therapeutics
First Busey,https://www.investing.com/equities/first-busey-corp
Astec,https://www.investing.com/equities/astec-industries
Atlanticuss,https://www.investing.com/equities/atlanticuss
Computer Programs&Systems,https://www.investing.com/equities/computer-programs
Addus,https://www.investing.com/equities/addus-homecare
American Software,https://www.investing.com/equities/american-software
CEVA,https://www.investing.com/equities/ceva
Digi,https://www.investing.com/equities/digi--international
Hong Yuan Holding Group,https://www.investing.com/equities/cereplast
ExlServices,https://www.investing.com/equities/exlservice-holdin
Nabors Industries,https://www.investing.com/equities/nabors-inds
Anika,https://www.investing.com/equities/anika-therapeutics
Comtech,https://www.investing.com/equities/comtech-tele
US Ecology,https://www.investing.com/equities/us-ecology
Taoping,https://www.investing.com/equities/china-information
Capstone Green Energy,https://www.investing.com/equities/capstone-turbine-corp
American Public Education,https://www.investing.com/equities/american-public-education
Natus,https://www.investing.com/equities/natus-medical-inc
Pingtan Marine,https://www.investing.com/equities/pingtan-marine
Allot Communications,https://www.investing.com/equities/allot-communications-ta?cid=15373
CytRx,https://www.investing.com/equities/cytrx-corp
Farmer Bros. Co,https://www.investing.com/equities/farmer-brothers-c
eGain,https://www.investing.com/equities/egain-communications
Dawson Geophysical,https://www.investing.com/equities/dawson-geophysica
Carver,https://www.investing.com/equities/carver-bancorp
China Automotive,https://www.investing.com/equities/china-automotive
Clearfield,https://www.investing.com/equities/clearfield
CTI Industries,https://www.investing.com/equities/cti-industries-corp
US Gold,https://www.investing.com/equities/dataram-corp
Century Casinos,https://www.investing.com/equities/century-casinos
ClearOne,https://www.investing.com/equities/clearone-communications
CVD Equipment,https://www.investing.com/equities/cvd-equipment-corp
Columbus McKinnon,https://www.investing.com/equities/columbus-mckinnon
Covenant,https://www.investing.com/equities/covenant-transpor
Euroseas,https://www.investing.com/equities/euroseas-ltd
CECO Environmental,https://www.investing.com/equities/ceco-environmenta
The Dixie,https://www.investing.com/equities/the-dixie-group
America First Tax,https://www.investing.com/equities/america-first-tax
Americas Car-Mart,https://www.investing.com/equities/americas-car-mart
QuickLogic,https://www.investing.com/equities/quicklogic-corp.
Broadway Financial,https://www.investing.com/equities/broadway-financial
Consumer Portfolio Services,https://www.investing.com/equities/consumer-portfolio
AudioCodes,https://www.investing.com/equities/audiocodes?cid=15499
Community Trust,https://www.investing.com/equities/community-trust-bancorp
Alpine Immune Sciences,https://www.investing.com/equities/novellus-sys
Burcon NutraScience,https://www.investing.com/equities/burcon-nutrascience-corp?cid=15617
Apogee,https://www.investing.com/equities/apogee-enterprise
AMERISAFE,https://www.investing.com/equities/amerisafe
CNB Financial,https://www.investing.com/equities/cnb-financial-corp
Motorcar Parts,https://www.investing.com/equities/motorcar-parts-of-america
EDAP,https://www.investing.com/equities/edap-tms-sa
Forward Industries,https://www.investing.com/equities/forward-industries
Cyclacel,https://www.investing.com/equities/cyclacel-pharmaceuticals
Hovnanian Enterprises,https://www.investing.com/equities/hovnanian-enter
Farmers National,https://www.investing.com/equities/farmers-national
Eagle,https://www.investing.com/equities/eagle-bancorp
American National Insurance,https://www.investing.com/equities/american-national-insurance
Consolidated Water,https://www.investing.com/equities/consolidated-water
Cohen Steers,https://www.investing.com/equities/cohen---steers-inc.
Cyanotech,https://www.investing.com/equities/cyanotech-corp
Blueknight,https://www.investing.com/equities/blueknight-energy
Dmc Global,https://www.investing.com/equities/dynamic-materials
BancFirst,https://www.investing.com/equities/bancfirst-corp
Central Garden&Pet,https://www.investing.com/equities/central-garden---pet-co.
Dorman,https://www.investing.com/equities/dorman-products
Evolving Systems,https://www.investing.com/equities/evolving-systems
Premier Financial,https://www.investing.com/equities/first-defiance
Agilysys,https://www.investing.com/equities/agilysys
Cavco,https://www.investing.com/equities/cavco-industries
China Recycling Energy,https://www.investing.com/equities/china-recycling
FARO,https://www.investing.com/equities/faro-technologies
DXP Enterprises,https://www.investing.com/equities/dxp-enterprises
First Financial Northwest,https://www.investing.com/equities/first-financial-northwest
Acorn,https://www.investing.com/equities/acorn-energy
Lindsay,https://www.investing.com/equities/lindsay-corporation
Grupo Aeroportuario Sureste ADR,https://www.investing.com/equities/grupo-aeroportuario-sur-adr
Bryn Mawr Bank,https://www.investing.com/equities/bryn-mawr-bank-co
Alimera,https://www.investing.com/equities/alimera-sciences
Cass,https://www.investing.com/equities/cass-information
ADDvantage,https://www.investing.com/equities/addvantage-technologies
Asure,https://www.investing.com/equities/asure-software-inc
First of Long Island,https://www.investing.com/equities/the-first-of-long
Enstar,https://www.investing.com/equities/enstar-group-ltd
UTStarcom,https://www.investing.com/equities/utstarcom-inc
First Community,https://www.investing.com/equities/first-community-corp
Dorchester Minerals,https://www.investing.com/equities/dorchester-minera
First Citizens BancShares,https://www.investing.com/equities/first-citizens-bancshares
Aware,https://www.investing.com/equities/aware
Bassett,https://www.investing.com/equities/bassett-furniture
ATA,https://www.investing.com/equities/ata-inc
City Holding,https://www.investing.com/equities/city-holding-comp
Crown Crafts,https://www.investing.com/equities/crown-crafts
BCB Bancorp,https://www.investing.com/equities/bcb-bancorp
CorVel,https://www.investing.com/equities/corvel-corp
ATN Int,https://www.investing.com/equities/atlantic-tele-net
Financial Institutions,https://www.investing.com/equities/financial-institutions
Autoweb,https://www.investing.com/equities/autobytel-inc
World Poker Fund Holdings,https://www.investing.com/equities/mmk_mm
Stabilis Solutions,https://www.investing.com/equities/american-electric-tech
The First Bancshares,https://www.investing.com/equities/the-first-bancshares
China Fund,https://www.investing.com/equities/china-fund-inc
Trecora Resources,https://www.investing.com/equities/arabian-american
CRA,https://www.investing.com/equities/cra-international
Flexsteel,https://www.investing.com/equities/flexsteel-industries
Sierra Bancorp,https://www.investing.com/equities/sierra-bancorp
Oi ADR Pref,https://www.investing.com/equities/oi
Janone,https://www.investing.com/equities/appliance-recycling
China Green Agriculture,https://www.investing.com/equities/china-green
Asia Pacific Wire & Cable,https://www.investing.com/equities/asia-pacific-wire
Abraxas Petroleum,https://www.investing.com/equities/abraxas-petroleum
Escalade,https://www.investing.com/equities/escalade
Camden,https://www.investing.com/equities/camden-national
Civista Bancshares,https://www.investing.com/equities/first-citizens-banc-corp
CyberOptics,https://www.investing.com/equities/cyberoptics-corp
Donegal A,https://www.investing.com/equities/donegal-group-(a)
Educational Development,https://www.investing.com/equities/educational-devel
Meat-Tech 3D,https://www.investing.com/equities/d-medical-ind?cid=15922
First Community Bancshares,https://www.investing.com/equities/first-community-b
AstroNova,https://www.investing.com/equities/astro-med
Data I/O,https://www.investing.com/equities/data-i-o-corp
Electro-Sensors,https://www.investing.com/equities/electro-sensors
Bank of Marin,https://www.investing.com/equities/bank-of-marin-ban
Euro Tech,https://www.investing.com/equities/euro-tech-holding
Enterprise,https://www.investing.com/equities/enterprise-bancor
Coca-Cola Bottling,https://www.investing.com/equities/coca-cola-bottlin
Arrow,https://www.investing.com/equities/arrow-financial-corp
Alico,https://www.investing.com/equities/alico
Orix,https://www.investing.com/equities/orix
Airnet Tech,https://www.investing.com/equities/airmedia-group
Fuwei Films Holdings,https://www.investing.com/equities/fuwei-films-(holdings)-co.
Central Valley Community,https://www.investing.com/equities/central-valley
Arts-Way,https://www.investing.com/equities/arts-way-manufacturing
Capital City Bank,https://www.investing.com/equities/capital-city-bank
Graham Holdings,https://www.investing.com/equities/washington-post-co.
Fonar,https://www.investing.com/equities/fonar-corp
Eastern Co,https://www.investing.com/equities/the-eastern-company
China XD Plastics,https://www.investing.com/equities/china-xd-plastics
Engie,https://www.investing.com/equities/gdf-suez?cid=15286
American National Bankshares,https://www.investing.com/equities/american-national-bankshares
Barrett,https://www.investing.com/equities/barrett-business
Artesian,https://www.investing.com/equities/artesian-resource
Citizens&Northern,https://www.investing.com/equities/citizens---northe
Allied Motion,https://www.investing.com/equities/allied-motion-tech
Kyocera ADR,https://www.investing.com/equities/kyocera
Ames,https://www.investing.com/equities/ames-national-corp
Oak Ridge,https://www.investing.com/equities/oak-ridge-financial
Escalon Medical Corp,https://www.investing.com/equities/escalon-medical-c
Community West Bancshares,https://www.investing.com/equities/community-west-bancshares
BankFinancial,https://www.investing.com/equities/bankfinancial-corp
Codorus Valley,https://www.investing.com/equities/codorus-valley
Diamond Hill,https://www.investing.com/equities/diamond-hill-inve
Comstock,https://www.investing.com/equities/comstock-homebuil
First Bancorp Inc,https://www.investing.com/equities/first-bancorp-(me)
Davis Select US Equity,https://www.investing.com/equities/dusa-pharmaceuticals
CF Bankshares,https://www.investing.com/equities/central-federal
ACNB,https://www.investing.com/equities/acnb-corp
Eltek,https://www.investing.com/equities/eltek-ltd
Performance Shipping,https://www.investing.com/equities/diana-containersh
Alithya A,https://www.investing.com/equities/edgewater-technol
BBQ Holdings,https://www.investing.com/equities/famous-daves-of
Deswell Industries,https://www.investing.com/equities/deswell-industries
First Business,https://www.investing.com/equities/first-business
Atlantic American,https://www.investing.com/equities/atlantic-american
Bel Fuse A,https://www.investing.com/equities/bel-fuse-inc-(a)
Industrias Bachoco ADR,https://www.investing.com/equities/industrias-bachoco-sab-adr
1st Constitution Bancorp,https://www.investing.com/equities/1st-constitution
CSP,https://www.investing.com/equities/csp-inc
Ark Restaurants,https://www.investing.com/equities/ark-restaurants-corp
Town Sportss,https://www.investing.com/equities/town-sports-international
AmeriServ,https://www.investing.com/equities/ameriserv
Hong Kong TV Network,https://www.investing.com/equities/city-telecom-hk
Scully Royalty,https://www.investing.com/equities/mfc-industrial
Frequency Electronics,https://www.investing.com/equities/frequency-electro
BOS,https://www.investing.com/equities/b.o.s.-better-onl
America Movil ADR A,https://www.investing.com/equities/america-movil-sab-de-cv
First Capital,https://www.investing.com/equities/first-capital
Air T,https://www.investing.com/equities/air-t
El Paso Energy Capital Trust I,https://www.investing.com/equities/el-paso-corp
Mitsui & Company,https://www.investing.com/equities/mitsui---company-ltd
Computer Task,https://www.investing.com/equities/computer-task
ATRION,https://www.investing.com/equities/atrion-corp
AmTrust Financial,https://www.investing.com/equities/amtrust-financial
Anthera Pharma,https://www.investing.com/equities/anthera-pharmaceuticals
Discovery B,https://www.investing.com/equities/discovery-communications-(b)
Bonso Electronics Int,https://www.investing.com/equities/bonso-electronics
Citizens Community,https://www.investing.com/equities/citizens-community
Colony Bankcorp,https://www.investing.com/equities/colony-bankcorp
Commercial National Financial,https://www.investing.com/equities/commercial-nation
Eagle Montana,https://www.investing.com/equities/eagle-bancorp-mon
C&F Financial,https://www.investing.com/equities/c-f-financial-corp
ESSA Bancorp,https://www.investing.com/equities/essa-bancorp
Elmira Savings Bank,https://www.investing.com/equities/the-elmira-saving
Daily Journal Corp,https://www.investing.com/equities/daily-journal-corp
Acura Pharma,https://www.investing.com/equities/acura-pharmaceuticals
Canterbury Park,https://www.investing.com/equities/canterbury-park
Crumbs,https://www.investing.com/equities/crumbs-bake-shop
CDTi Advanced Materials,https://www.investing.com/equities/clean-diesel-tech
FFD Financial Corp,https://www.investing.com/equities/ffd-financial-corp
Bank of South Carolina,https://www.investing.com/equities/bank-of-south-car
China Auto Logistics,https://www.investing.com/equities/china-auto-logist
Regis Resources,https://www.investing.com/equities/regis-resources-ltd?cid=14595
Donegal B,https://www.investing.com/equities/donegal-group-(b)
LiNiu Tech,https://www.investing.com/equities/iao-kun-group-hld
Cache,https://www.investing.com/equities/cache
China Techfaith,https://www.investing.com/equities/china-techfaith
Destination Maternity,https://www.investing.com/equities/destination-mater
Emclaire,https://www.investing.com/equities/emclaire-financial
Empresas ICA ADR,https://www.investing.com/equities/empresas-ica-soc-con
Auburn,https://www.investing.com/equities/auburn-national-b
Emmis Comm,https://www.investing.com/equities/emmis-communications
American Caresource,https://www.investing.com/equities/american-caresource
ASM ADR,https://www.investing.com/equities/asm-international-nv
ASML Holding,https://www.investing.com/equities/asml-holding?cid=15470
bebe stores,https://www.investing.com/equities/bebe-stores
Citizens,https://www.investing.com/equities/citizens-holding
Polymetal,https://www.investing.com/equities/polymetal?cid=13751
Bon-Ton Stores,https://www.investing.com/equities/the-bon-ton-store
Internet Initiative Japan ADR,https://www.investing.com/equities/internet-initiative-japan
Bridgford,https://www.investing.com/equities/bridgford-foods-c
Puma SE,https://www.investing.com/equities/puma-se-cfd?cid=6309
First Bancshares,https://www.investing.com/equities/first-bancshares
Biostar Pharma,https://www.investing.com/equities/biostar-pharmaceuticals
Gruma SAB de CV,https://www.investing.com/equities/gruma-sab-adr
CBB Bancorp,https://www.investing.com/equities/cbb
Wacoal,https://www.investing.com/equities/wacoal-holdings-corp.
B Communications,https://www.investing.com/equities/b-communication?cid=15533
FalconStor,https://www.investing.com/equities/falconstor-softwa
ARC Group,https://www.investing.com/equities/arc-wireless
McKesson Europe,https://www.investing.com/equities/celesio-mu?cid=6291
Apollo Bancorp,https://www.investing.com/equities/apollo-group-inc
Meredith,https://www.investing.com/equities/meredith-corp
Laird,https://www.investing.com/equities/laird
Merriman,https://www.investing.com/equities/merriman-holdings
New Zealand Oil Gas,https://www.investing.com/equities/nz-oil---gas?cid=14296
Aeon Global,https://www.investing.com/equities/authentidate-hold
Andatee China Marine,https://www.investing.com/equities/andatee-china-marine
Ameritrans Capital,https://www.investing.com/equities/ameritrans-capital
Vereit,https://www.investing.com/equities/american-realty-c
Diversicare,https://www.investing.com/equities/diversicare
Berkshire,https://www.investing.com/equities/berkshire-bancorp
BG Medicine,https://www.investing.com/equities/bg-medicine
Brooks Automation,https://www.investing.com/equities/brooks-automation
CCUR Holdings,https://www.investing.com/equities/concurrent-comput
California First National,https://www.investing.com/equities/california-first
Century Bancorp,https://www.investing.com/equities/century-bancorp
Viewtran,https://www.investing.com/equities/cogo-group
Cornerstone OnDemand,https://www.investing.com/equities/cornerstone-ondem
DSP Group,https://www.investing.com/equities/dsp-group
Dynasil of America,https://www.investing.com/equities/dynasil-corp
Meridian Interstate,https://www.investing.com/equities/meridian-intersta
Echo Global,https://www.investing.com/equities/echo-global-logis
Education Management,https://www.investing.com/equities/education-managem
Exceed Company,https://www.investing.com/equities/exceed-company-lt
Elbit Imaging,https://www.investing.com/equities/elbit-imaging?cid=16000
